word,POS,NEG,value,prop
누구,0.0,1.0,NEG,1.0
누리,1.0,0.0,POS,1.0
누설,0.0,1.0,NEG,1.0
누아르,1.0,0.0,POS,1.0
눈,0.5,0.35714285700000004,POS,0.5
눈길,1.0,0.0,POS,1.0
눈물,0.0,1.0,NEG,1.0
눈부시,1.0,0.0,POS,1.0
눈여겨보,1.0,0.0,POS,1.0
눈치,0.0,1.0,NEG,1.0
뉴스,1.0,0.0,POS,1.0
느끼,0.666666667,0.25,POS,0.666666667
느낌,0.8,0.2,POS,0.8
느냐,0.0,0.0,None,1.0
느냐고,0.5,0.5,NEG,0.5
느라,0.0,1.0,NEG,1.0
는,0.0,1.0,NEG,1.0
는가,0.0,0.0,None,1.0
는다,0.5,0.5,NEG,0.5
는다는,1.0,0.0,POS,1.0
는다면,1.0,0.0,POS,1.0
는데,0.272727273,0.272727273,None,0.363636364
는지,0.333333333,0.166666667,None,0.333333333
늘,0.8,0.2,POS,0.8
늘어나,1.0,0.0,POS,1.0
능력,1.0,0.0,POS,1.0
능숙,0.5,0.5,NEG,0.5
능욕,0.0,1.0,NEG,1.0
늦,0.0,1.0,NEG,1.0
늦추,0.5,0.0,COMP,0.5
니,0.333333333,0.0,None,0.666666667
니까,0.5,0.0,None,0.5
님,0.0,1.0,NEG,1.0
다,1.0,0.0,POS,1.0
다가,0.0,0.5,NEG,0.5
다가가,1.0,0.0,POS,1.0
다가오,0.666666667,0.333333333,POS,0.666666667
다각,1.0,0.0,POS,1.0
다각도,1.0,0.0,POS,1.0
다거나,0.0,0.0,None,1.0
다고,0.28571428600000004,0.35714285700000004,NEG,0.35714285700000004
다는,0.35,0.4,NEG,0.4
다는데,1.0,0.0,POS,1.0
다니,0.0,1.0,NEG,1.0
다르,1.0,0.0,POS,1.0
다른,0.666666667,0.333333333,POS,0.666666667
다리,0.0,1.0,NEG,1.0
다릿살,1.0,0.0,POS,1.0
다만,0.0,0.0,None,1.0
다며,0.0,1.0,NEG,1.0
다면,0.0,0.666666667,NEG,0.666666667
다소,0.0,0.5,NEG,0.5
다시,0.571428571,0.28571428600000004,POS,0.571428571
다시금,1.0,0.0,POS,1.0
다시없,0.0,1.0,NEG,1.0
다양,1.0,0.0,POS,1.0
다음,0.0,1.0,NEG,1.0
다지,1.0,0.0,POS,1.0
다짐,1.0,0.0,POS,1.0
다채,1.0,0.0,POS,1.0
다치,0.0,1.0,NEG,1.0
다투,1.0,0.0,POS,1.0
다툼,0.0,1.0,NEG,1.0
단,0.0,0.0,None,1.0
단골,1.0,0.0,POS,1.0
단단,0.0,1.0,NEG,1.0
단돈,1.0,0.0,POS,1.0
단맛,1.0,0.0,POS,1.0
단서,0.0,0.0,COMP,1.0
단순,1.0,0.0,POS,1.0
단순히,0.0,0.0,None,1.0
단언,0.0,1.0,NEG,1.0
단적,1.0,0.0,POS,1.0
단절,0.0,1.0,NEG,1.0
단점,0.0,1.0,NEG,1.0
단정,0.5,0.5,NEG,0.5
단지,0.0,1.0,NEG,1.0
단체,0.0,1.0,NEG,1.0
단행,1.0,0.0,POS,1.0
닫,0.0,1.0,NEG,1.0
달,1.0,0.0,POS,1.0
달갑잖,0.0,1.0,NEG,1.0
달구,1.0,0.0,POS,1.0
달라지,1.0,0.0,POS,1.0
달래,1.0,0.0,POS,1.0
달러,1.0,0.0,POS,1.0
달력,0.0,1.0,NEG,1.0
달리,0.5,0.0,None,0.5
달빛,1.0,0.0,POS,1.0
달인,1.0,0.0,POS,1.0
달하,0.0,1.0,NEG,1.0
닭,1.0,0.0,POS,1.0
담,0.5,0.25,POS,0.5
담담히,1.0,0.0,POS,1.0
답,1.0,0.0,POS,1.0
답니다,0.0,1.0,NEG,1.0
답변,1.0,0.0,POS,1.0
답하,1.0,0.0,POS,1.0
당국,0.0,1.0,NEG,1.0
당당,1.0,0.0,POS,1.0
당면,0.0,1.0,NEG,1.0
당연,0.4,0.2,POS,0.4
당연히,0.5,0.0,None,0.5
당하,0.0,1.0,NEG,1.0
당황,0.0,1.0,NEG,1.0
대,0.75,0.25,POS,0.75
대단,1.0,0.0,POS,1.0
대단히,0.0,1.0,NEG,1.0
대로,1.0,0.0,POS,1.0
대립,0.0,1.0,NEG,1.0
대변,1.0,0.0,POS,1.0
대비,1.0,0.0,POS,1.0
대사,0.0,0.0,NEUT,1.0
대상,0.5,0.5,NEG,0.5
대수,1.0,0.0,POS,1.0
대신,0.0,1.0,NEG,1.0
대여,0.0,1.0,NEG,1.0
대응,1.0,0.0,POS,1.0
대입,0.0,1.0,NEG,1.0
대작,1.0,0.0,POS,1.0
대조,0.0,0.0,NEUT,1.0
대중,0.5,0.5,NEG,0.5
대지,1.0,0.0,POS,1.0
대책,0.0,1.0,NEG,1.0
대폭,1.0,0.0,POS,1.0
대표,1.0,0.0,POS,1.0
대하,0.6,0.4,POS,0.6
대학,0.0,1.0,NEG,1.0
대항,0.0,1.0,NEG,1.0
대형,1.0,0.0,POS,1.0
더,0.695652174,0.17391304300000002,POS,0.695652174
더라도,0.25,0.0,None,0.75
더라면,0.0,0.666666667,NEG,0.666666667
더러,0.0,0.0,None,1.0
더불,0.0,0.0,None,1.0
더욱,0.444444444,0.444444444,NEG,0.444444444
더하,0.666666667,0.333333333,POS,0.666666667
덕,1.0,0.0,POS,1.0
던,0.153846154,0.384615385,NEG,0.384615385
던가,0.0,0.5,NEG,0.5
던지,0.5,0.5,NEG,0.5
덜,1.0,0.0,POS,1.0
덧붙이,1.0,0.0,POS,1.0
덩어리,0.0,1.0,NEG,1.0
덮어놓,0.0,1.0,NEG,1.0
데,0.5,0.166666667,POS,0.5
데리,0.0,1.0,NEG,1.0
도,0.214285714,0.32857142899999997,None,0.435714286
도둑,0.0,1.0,NEG,1.0
도드라지,1.0,0.0,POS,1.0
도록,0.222222222,0.222222222,None,0.444444444
도마,0.0,1.0,NEG,1.0
도망치,0.0,1.0,NEG,1.0
도시,1.0,0.0,POS,1.0
도약,1.0,0.0,POS,1.0
도와주,1.0,0.0,POS,1.0
도움,1.0,0.0,POS,1.0
도의,0.0,1.0,NEG,1.0
도입,1.0,0.0,POS,1.0
도저,0.0,0.0,NEUT,1.0
도저히,0.0,1.0,NEG,1.0
도전,0.333333333,0.666666667,NEG,0.666666667
도처,0.0,0.0,NEUT,1.0
도취,1.0,0.0,POS,1.0
독과점,0.0,1.0,NEG,1.0
독립,0.0,1.0,NEG,1.0
독서,1.0,0.0,POS,1.0
독설,0.0,1.0,NEG,1.0
독자,0.0,1.0,NEG,1.0
독점,0.0,1.0,NEG,1.0
독특,1.0,0.0,POS,1.0
돈,0.5,0.5,NEG,0.5
돋보이,1.0,0.0,POS,1.0
돋아나,0.0,1.0,NEG,1.0
돌,0.0,1.0,NEG,1.0
돌리,0.0,1.0,NEG,1.0
돌아가,0.0,1.0,NEG,1.0
돌아서,0.0,1.0,NEG,1.0
돌아앉,0.0,1.0,NEG,1.0
돌아오,0.333333333,0.333333333,NEG,0.333333333
돕,0.75,0.25,POS,0.75
동,0.0,1.0,NEG,1.0
동료,1.0,0.0,POS,1.0
동무,0.0,1.0,NEG,1.0
동물,0.0,0.0,NEUT,1.0
동시,1.0,0.0,POS,1.0
동아리,1.0,0.0,POS,1.0
동안,0.333333333,0.666666667,NEG,0.666666667
동요,0.0,1.0,NEG,1.0
동의,1.0,0.0,POS,1.0
동이,0.0,1.0,NEG,1.0
동작,1.0,0.0,POS,1.0
동참,1.0,0.0,POS,1.0
동포,1.0,0.0,POS,1.0
되,0.377358491,0.41509434,NEG,0.41509434
되도록,1.0,0.0,POS,1.0
되돌아보,0.0,0.0,COMP,1.0
되살리,1.0,0.0,POS,1.0
되찾,1.0,0.0,POS,1.0
두,0.0,0.75,NEG,0.75
두드러지,1.0,0.0,POS,1.0
두렵,0.0,1.0,NEG,1.0
두르,1.0,0.0,POS,1.0
둔갑,0.0,1.0,NEG,1.0
둘,0.0,0.0,NEUT,1.0
둘러대,0.0,1.0,NEG,1.0
뒤,0.5,0.25,POS,0.5
뒤떨어지,0.0,1.0,NEG,1.0
뒤섞이,0.0,0.0,COMP,1.0
뒤흔들,0.0,1.0,NEG,1.0
뒷맛,0.0,1.0,NEG,1.0
뒷받침,0.25,0.75,NEG,0.75
드디어,0.0,0.0,None,1.0
드러나,0.0,1.0,NEG,1.0
드러내,0.333333333,0.666666667,NEG,0.666666667
드물,0.333333333,0.333333333,COMP,0.333333333
득세,1.0,0.0,POS,1.0
든,1.0,0.0,POS,1.0
든지,0.333333333,0.333333333,NEG,0.333333333
듣,0.0,1.0,NEG,1.0
들,0.4,0.533333333,NEG,0.533333333
들리,0.666666667,0.333333333,POS,0.666666667
들썩거리,0.0,1.0,NEG,1.0
들어가,0.5,0.25,POS,0.5
들어오,0.5,0.0,NEUT,0.5
들이,0.0,1.0,NEG,1.0
들치,1.0,0.0,POS,1.0
듬뿍,1.0,0.0,POS,1.0
듯,0.25,0.0,None,0.75
등,0.454545455,0.272727273,POS,0.454545455
등급,0.0,1.0,NEG,1.0
등록,1.0,0.0,POS,1.0
등산,1.0,0.0,POS,1.0
등산인,1.0,0.0,POS,1.0
디,0.0,1.0,NEG,1.0
디스크,0.0,1.0,NEG,1.0
디자이너,0.0,0.0,NEUT,1.0
디테일,0.0,0.0,NEUT,1.0
따뜻,1.0,0.0,POS,1.0
따라가,1.0,0.0,POS,1.0
따라서,0.0,0.0,None,1.0
따로,0.0,0.0,NEUT,1.0
따르,0.333333333,0.222222222,POS,0.333333333
따리,0.0,1.0,NEG,1.0
따위,0.0,0.5,NEG,0.5
따지,1.0,0.0,POS,1.0
딱하,0.0,1.0,NEG,1.0
딸,0.0,1.0,NEG,1.0
땀,0.0,1.0,NEG,1.0
땅,0.0,1.0,NEG,1.0
때,0.363636364,0.363636364,NEG,0.363636364
때때로,0.0,1.0,NEG,1.0
때려치,0.0,1.0,NEG,1.0
때문,0.083333333,0.166666667,None,0.5
떠나,0.4,0.2,POS,0.4
떠들,0.0,1.0,NEG,1.0
떠오르,0.75,0.25,POS,0.75
떡,1.0,0.0,POS,1.0
떨,1.0,0.0,POS,1.0
떨리,0.0,0.0,COMP,1.0
떨어지,0.75,0.25,POS,0.75
떨치,0.0,1.0,NEG,1.0
떼,0.0,0.0,NEUT,1.0
또,0.14285714300000002,0.428571429,NEG,0.428571429
또는,1.0,0.0,POS,1.0
또래,1.0,0.0,POS,1.0
또한,0.0,0.0,None,1.0
똑같,0.0,1.0,NEG,1.0
똑바로,0.0,1.0,NEG,1.0
뚝,0.0,0.0,NEUT,1.0
뚫,1.0,0.0,POS,1.0
뛰,1.0,0.0,POS,1.0
뛰어나,1.0,0.0,POS,1.0
뛰어넘,1.0,0.0,POS,1.0
뛰어다니,0.0,1.0,NEG,1.0
뛰쳐나오,1.0,0.0,POS,1.0
뜨,0.0,0.0,COMP,1.0
뜨겁,0.666666667,0.0,POS,0.666666667
뜯어보,1.0,0.0,POS,1.0
뜻,1.0,0.0,POS,1.0
뜻밖에,0.0,0.0,None,1.0
띄,0.6,0.2,POS,0.6
ㄹ,0.288770053,0.213903743,None,0.401069519
ㄹ게요,1.0,0.0,POS,1.0
ㄹ까,0.0,0.666666667,NEG,0.666666667
ㄹ까요,0.0,0.0,None,1.0
ㄹ래,0.0,0.0,None,1.0
ㄹ수록,0.0,0.0,None,1.0
ㄹ지,0.0,0.0,None,1.0
라,0.0,0.058823529000000006,None,0.9411764709999999
라고,0.25,0.5,NEG,0.5
라는,0.222222222,0.444444444,NEG,0.444444444
라니,0.0,0.0,None,1.0
라니까,0.0,1.0,NEG,1.0
라도,0.0,0.333333333,None,0.666666667
라며,0.333333333,0.666666667,NEG,0.666666667
라면,0.0,0.5,NEG,0.5
라우,0.0,1.0,NEG,1.0
란,0.0,1.0,NEG,1.0
랄까,0.0,1.0,NEG,1.0
러,0.5,0.5,NEG,0.5
러브,0.5,0.5,NEG,0.5
레크리에이션,1.0,0.0,POS,1.0
레포츠,1.0,0.0,POS,1.0
려,0.5,0.0,None,0.5
려고,0.25,0.0,None,0.75
려는,0.333333333,0.166666667,None,0.333333333
려다,0.0,0.0,None,1.0
려면,0.0,0.333333333,None,0.666666667
로,0.45762711899999997,0.372881356,POS,0.45762711899999997
로부터,0.0,1.0,NEG,1.0
로서,0.0,1.0,NEG,1.0
롭,1.0,0.0,POS,1.0
률,0.333333333,0.666666667,NEG,0.666666667
를,0.579617834,0.33121019100000004,POS,0.579617834
리,0.0,0.5,NEG,0.5
리듬,1.0,0.0,POS,1.0
리라,0.0,0.0,None,1.0
리란,1.0,0.0,POS,1.0
ㅁ,0.590909091,0.272727273,POS,0.590909091
마,1.0,0.0,POS,1.0
마감,0.0,1.0,NEG,1.0
마냥,1.0,0.0,POS,1.0
마다,0.5,0.5,NEG,0.5
마당,1.0,0.0,POS,1.0
마땅,1.0,0.0,POS,1.0
마련,0.0,0.5,NEG,0.5
마렵,0.0,1.0,NEG,1.0
마리산,1.0,0.0,POS,1.0
마비,0.0,0.0,NEUT,1.0
마시,0.0,1.0,NEG,1.0
마약,0.0,1.0,NEG,1.0
마음,0.764705882,0.117647059,POS,0.764705882
마음껏,1.0,0.0,POS,1.0
마음먹,0.0,0.0,NEUT,1.0
마인드,1.0,0.0,POS,1.0
마저,0.0,0.333333333,None,0.666666667
마주치,0.0,1.0,NEG,1.0
마지막,1.0,0.0,POS,1.0
마지못하,0.0,1.0,NEG,1.0
마찬가지,0.0,1.0,NEG,1.0
마침,0.0,0.0,None,1.0
막,1.0,0.0,POS,1.0
막다르,0.0,1.0,NEG,1.0
막대,1.0,0.0,POS,1.0
막막,0.0,1.0,NEG,1.0
막중,0.5,0.0,COMP,0.5
막히,1.0,0.0,POS,1.0
만,0.179487179,0.333333333,None,0.435897436
만나,1.0,0.0,POS,1.0
만능,1.0,0.0,POS,1.0
만들,0.615384615,0.307692308,POS,0.615384615
만만찮,0.0,0.0,NEUT,1.0
만물,1.0,0.0,POS,1.0
만족,0.0,1.0,NEG,1.0
만지,0.0,1.0,NEG,1.0
만큼,0.5,0.0,None,0.5
만화,1.0,0.0,POS,1.0
많,0.39130434799999997,0.565217391,NEG,0.565217391
많이,0.333333333,0.5555555560000001,NEG,0.5555555560000001
말,0.333333333,0.46296296299999995,NEG,0.46296296299999995
말리,1.0,0.0,POS,1.0
말문,0.0,1.0,NEG,1.0
말씀,1.0,0.0,POS,1.0
맛,1.0,0.0,POS,1.0
맛보,0.5,0.5,NEG,0.5
맛있,0.0,1.0,NEG,1.0
망동,0.0,1.0,NEG,1.0
망령,0.0,1.0,NEG,1.0
망상,0.0,1.0,NEG,1.0
망설이,0.0,1.0,NEG,1.0
망하,0.0,1.0,NEG,1.0
맞,0.5555555560000001,0.444444444,POS,0.5555555560000001
맞서,0.0,1.0,NEG,1.0
맞추,1.0,0.0,POS,1.0
매기,0.0,0.0,COMP,1.0
매끄럽,1.0,0.0,POS,1.0
매끈,1.0,0.0,POS,1.0
매니아,1.0,0.0,POS,1.0
매달리,0.0,1.0,NEG,1.0
매력,1.0,0.0,POS,1.0
매우,1.0,0.0,POS,1.0
매일,0.0,1.0,NEG,1.0
매혹,1.0,0.0,POS,1.0
맥,0.5,0.5,NEG,0.5
맴돌,0.0,1.0,NEG,1.0
맹종,0.0,1.0,NEG,1.0
맺,0.5,0.5,NEG,0.5
머리,0.2,0.6,NEG,0.6
머무르,0.0,1.0,NEG,1.0
머뭇거리,0.0,1.0,NEG,1.0
먹,0.333333333,0.666666667,NEG,0.666666667
먹이,0.0,1.0,NEG,1.0
먼저,0.75,0.25,POS,0.75
멀,0.0,1.0,NEG,1.0
메시지,1.0,0.0,POS,1.0
메우,1.0,0.0,POS,1.0
며,0.333333333,0.444444444,NEG,0.444444444
면,0.37037037,0.296296296,POS,0.37037037
면모,1.0,0.0,POS,1.0
면서,0.5,0.0,NEUT,0.5
면적,1.0,0.0,POS,1.0
면허,1.0,0.0,POS,1.0
명,0.0,0.75,NEG,0.75
명백,0.0,1.0,NEG,1.0
명백히,0.0,1.0,NEG,1.0
명분,1.0,0.0,POS,1.0
명성,1.0,0.0,POS,1.0
명소,1.0,0.0,POS,1.0
명시,0.0,1.0,NEG,1.0
명실공히,1.0,0.0,POS,1.0
명예,0.0,1.0,NEG,1.0
명인,1.0,0.0,POS,1.0
명징,0.5,0.0,NEUT,0.5
명찰,1.0,0.0,POS,1.0
몇,0.0,1.0,NEG,1.0
모델,1.0,0.0,POS,1.0
모델료,1.0,0.0,POS,1.0
모두,0.0,1.0,NEG,1.0
모든,0.6,0.4,POS,0.6
모르,0.0,0.6,NEG,0.6
모방,1.0,0.0,POS,1.0
모색,1.0,0.0,POS,1.0
모순,0.0,1.0,NEG,1.0
모습,0.333333333,0.666666667,NEG,0.666666667
모으,1.0,0.0,POS,1.0
모이,0.0,0.5,NEG,0.5
모자라,0.0,1.0,NEG,1.0
모집,1.0,0.0,POS,1.0
모처럼,0.0,0.0,None,1.0
모험,0.0,1.0,NEG,1.0
모호,0.0,0.5,NEG,0.5
목,1.0,0.0,POS,1.0
목메,0.0,1.0,NEG,1.0
목소리,0.666666667,0.333333333,POS,0.666666667
목숨,0.0,1.0,NEG,1.0
목적,0.75,0.0,POS,0.75
목표,1.0,0.0,POS,1.0
몰두,1.0,0.0,POS,1.0
몰락,0.0,1.0,NEG,1.0
몰리,1.0,0.0,POS,1.0
몰아닥치,1.0,0.0,POS,1.0
몸,0.28571428600000004,0.7142857140000001,NEG,0.7142857140000001
몸살,1.0,0.0,POS,1.0
몸서리치,0.0,1.0,NEG,1.0
몹시,0.0,1.0,NEG,1.0
못,0.0,1.0,NEG,1.0
못내,0.0,1.0,NEG,1.0
못마땅,0.0,1.0,NEG,1.0
못하,0.5,0.5,NEG,0.5
몽골,1.0,0.0,POS,1.0
묘하,0.5,0.0,COMP,0.5
무,0.25,0.625,NEG,0.625
무겁,1.0,0.0,POS,1.0
무게,0.0,1.0,NEG,1.0
무관,0.0,1.0,NEG,1.0
무극,1.0,0.0,POS,1.0
무난,1.0,0.0,POS,1.0
무늬,0.0,1.0,NEG,1.0
무단,0.0,1.0,NEG,1.0
무대,1.0,0.0,POS,1.0
무덤,1.0,0.0,POS,1.0
무려,0.0,0.0,None,1.0
무례,0.0,1.0,NEG,1.0
무료,1.0,0.0,POS,1.0
무르익,1.0,0.0,POS,1.0
무릅쓰,0.0,1.0,NEG,1.0
무리,0.5,0.5,NEG,0.5
무모,0.0,1.0,NEG,1.0
무산,0.0,1.0,NEG,1.0
무섭,0.0,1.0,NEG,1.0
무슨,0.0,0.5,NEG,0.5
무심코,0.0,1.0,NEG,1.0
무엇,0.363636364,0.090909091,POS,0.363636364
무용,1.0,0.0,POS,1.0
무척,0.0,1.0,NEG,1.0
무효,0.0,1.0,NEG,1.0
묵,0.0,0.0,NEUT,1.0
문,0.0,0.5,NEG,0.5
문맹,0.0,1.0,NEG,1.0
문제,0.1,0.8,NEG,0.8
문제의식,0.5,0.5,NEG,0.5
문제점,0.0,1.0,NEG,1.0
문지르,0.0,1.0,NEG,1.0
문턱,1.0,0.0,POS,1.0
문화,0.666666667,0.333333333,POS,0.666666667
문화재,1.0,0.0,POS,1.0
묻,0.333333333,0.666666667,NEG,0.666666667
묻어나,0.0,0.0,NEUT,1.0
묻히,0.0,1.0,NEG,1.0
물,0.2,0.8,NEG,0.8
물건,1.0,0.0,POS,1.0
물고기,1.0,0.0,POS,1.0
물러가,1.0,0.0,POS,1.0
물론,0.0,0.125,None,0.875
물살,1.0,0.0,POS,1.0
물음표,0.0,1.0,NEG,1.0
물질,1.0,0.0,POS,1.0
물체,0.0,0.0,NEUT,1.0
뭇,0.0,0.0,NEUT,1.0
뭐,0.0,1.0,NEG,1.0
므로,1.0,0.0,POS,1.0
미,0.0,1.0,NEG,1.0
미국,0.5,0.25,POS,0.5
미국인,1.0,0.0,POS,1.0
미군,0.0,1.0,NEG,1.0
미끄럼,0.0,1.0,NEG,1.0
미끼,0.0,1.0,NEG,1.0
미디어,0.0,1.0,NEG,1.0
미래,1.0,0.0,POS,1.0
미만,0.0,1.0,NEG,1.0
미숙,0.5,0.5,NEG,0.5
미술,1.0,0.0,POS,1.0
미술인,0.0,0.0,COMP,1.0
미워하,1.0,0.0,POS,1.0
미제,0.0,1.0,NEG,1.0
미지수,0.0,1.0,NEG,1.0
미치,0.25,0.75,NEG,0.75
미학,0.5,0.5,NEG,0.5
미형,1.0,0.0,POS,1.0
미화원,1.0,0.0,POS,1.0
민,1.0,0.0,POS,1.0
민법,0.0,1.0,NEG,1.0
민속품,1.0,0.0,POS,1.0
민족,0.5,0.5,NEG,0.5
민주,1.0,0.0,POS,1.0
민주주의,0.0,1.0,NEG,1.0
민중,0.0,0.0,COMP,1.0
민화,1.0,0.0,POS,1.0
믿,0.333333333,0.666666667,NEG,0.666666667
믿음직,1.0,0.0,POS,1.0
밀가루,1.0,0.0,POS,1.0
밀고,0.0,1.0,NEG,1.0
밀리,1.0,0.0,POS,1.0
밀어내,0.0,1.0,NEG,1.0
밑,0.0,1.0,NEG,1.0
ㅂ니까,0.333333333,0.333333333,NEG,0.333333333
ㅂ니다,1.0,0.0,POS,1.0
ㅂ시다,1.0,0.0,POS,1.0
ㅂ시당,1.0,0.0,POS,1.0
ㅂ시오,1.0,0.0,POS,1.0
바,0.0,0.0,None,1.0
바꾸,0.75,0.25,POS,0.75
바느질,0.0,0.0,NEUT,1.0
바늘,0.0,1.0,NEG,1.0
바닥,1.0,0.0,POS,1.0
바라,1.0,0.0,POS,1.0
바람,0.0,0.0,None,1.0
바람직,0.5,0.5,NEG,0.5
바로,0.333333333,0.166666667,None,0.333333333
바보,0.0,0.0,COMP,1.0
바짓가랑이,0.0,1.0,NEG,1.0
바치,1.0,0.0,POS,1.0
바탕,1.0,0.0,POS,1.0
박수,1.0,0.0,POS,1.0
박시시,0.0,1.0,NEG,1.0
박장대소,1.0,0.0,POS,1.0
박테리아,0.0,0.0,NEUT,1.0
박해,0.0,1.0,NEG,1.0
밖,0.0,0.5,NEG,0.5
밖에,0.0,0.2,None,0.8
반,1.0,0.0,POS,1.0
반갑,1.0,0.0,POS,1.0
반대,0.0,1.0,NEG,1.0
반대편,0.0,1.0,NEG,1.0
반드시,0.0,0.5,NEG,0.5
반론,0.0,1.0,NEG,1.0
반면,0.0,0.0,None,1.0
반문,0.0,0.0,COMP,1.0
반박,0.0,1.0,NEG,1.0
반발,0.0,1.0,NEG,1.0
반복,0.0,0.5,NEG,0.5
반성,0.0,1.0,NEG,1.0
반어,0.0,0.0,NEUT,1.0
반영,0.0,1.0,NEG,1.0
반응,1.0,0.0,POS,1.0
반죽,1.0,0.0,POS,1.0
반짝이,1.0,0.0,POS,1.0
반찬,1.0,0.0,POS,1.0
반추,0.0,0.0,NEUT,1.0
반항,0.0,0.0,NEUT,1.0
받,0.516129032,0.45161290299999995,POS,0.516129032
발,1.0,0.0,POS,1.0
발견,1.0,0.0,POS,1.0
발리,0.0,1.0,NEG,1.0
발생,0.333333333,0.666666667,NEG,0.666666667
발언,0.0,0.0,COMP,1.0
발전,0.0,1.0,NEG,1.0
발표,0.333333333,0.166666667,NEUT,0.333333333
발현,1.0,0.0,POS,1.0
발휘,1.0,0.0,POS,1.0
발흥,1.0,0.0,POS,1.0
밝,0.333333333,0.666666667,NEG,0.666666667
밝히,0.41176470600000004,0.294117647,POS,0.41176470600000004
밟,0.0,1.0,NEG,1.0
밤,0.25,0.25,COMP,0.25
밤낮,0.5,0.5,NEG,0.5
밥,0.0,1.0,NEG,1.0
방법,0.5,0.5,NEG,0.5
방불,1.0,0.0,POS,1.0
방비,0.0,1.0,NEG,1.0
방송,1.0,0.0,POS,1.0
방수,1.0,0.0,POS,1.0
방심,0.0,1.0,NEG,1.0
방지,0.5,0.5,NEG,0.5
방침,1.0,0.0,POS,1.0
배,0.28571428600000004,0.7142857140000001,NEG,0.7142857140000001
배달,1.0,0.0,POS,1.0
배반,0.0,1.0,NEG,1.0
배상,0.0,1.0,NEG,1.0
배신,0.0,1.0,NEG,1.0
배우,1.0,0.0,POS,1.0
배창호,0.0,1.0,NEG,1.0
배척,0.0,1.0,NEG,1.0
배치,0.0,1.0,NEG,1.0
배타,0.333333333,0.666666667,NEG,0.666666667
백,0.125,0.75,NEG,0.75
백만,0.5,0.0,NEUT,0.5
백일하,0.0,1.0,NEG,1.0
