word,POS,NEG,value,prop
백천,1.0,0.0,POS,1.0
백화점,1.0,0.0,POS,1.0
밴드,0.0,1.0,NEG,1.0
버리,0.0,1.0,NEG,1.0
버림받,0.0,1.0,NEG,1.0
버젓이,0.0,1.0,NEG,1.0
버튼,1.0,0.0,POS,1.0
버티,0.0,1.0,NEG,1.0
버팀목,1.0,0.0,POS,1.0
버팅기,1.0,0.0,POS,1.0
벅차,0.0,1.0,NEG,1.0
번,0.25,0.625,NEG,0.625
번들번들,0.0,1.0,NEG,1.0
번복,0.0,1.0,NEG,1.0
번식,1.0,0.0,POS,1.0
번영,1.0,0.0,POS,1.0
번지,0.0,1.0,NEG,1.0
번호,1.0,0.0,POS,1.0
벌,1.0,0.0,POS,1.0
벌레,0.0,0.0,NEUT,1.0
벌써,0.0,0.5,NEG,0.5
벌어지,0.5,0.5,NEG,0.5
범인,0.0,1.0,NEG,1.0
범죄,0.0,1.0,NEG,1.0
범하,0.0,1.0,NEG,1.0
법,0.0,1.0,NEG,1.0
법원,0.0,1.0,NEG,1.0
법칙,1.0,0.0,POS,1.0
벗,1.0,0.0,POS,1.0
벗어나,1.0,0.0,POS,1.0
베로나,1.0,0.0,POS,1.0
베풀,1.0,0.0,POS,1.0
벼르,1.0,0.0,POS,1.0
벽,0.6,0.4,POS,0.6
벽두,0.0,1.0,NEG,1.0
벽화,1.0,0.0,POS,1.0
변신,1.0,0.0,POS,1.0
변조,0.0,1.0,NEG,1.0
변하,1.0,0.0,POS,1.0
변호사,0.0,1.0,NEG,1.0
변화,0.333333333,0.666666667,NEG,0.666666667
별,0.0,1.0,NEG,1.0
별도,1.0,0.0,POS,1.0
별따기,0.0,1.0,NEG,1.0
별로,0.0,0.5,NEG,0.5
별반,1.0,0.0,POS,1.0
별빛,1.0,0.0,POS,1.0
병,0.666666667,0.333333333,POS,0.666666667
병기,1.0,0.0,POS,1.0
병들,0.0,1.0,NEG,1.0
병원,0.0,1.0,NEG,1.0
보,0.5,0.5,NEG,0.5
보건,1.0,0.0,POS,1.0
보내,0.0,0.0,COMP,1.0
보다,0.625,0.083333333,POS,0.625
보도,0.0,0.0,NEUT,1.0
보람,1.0,0.0,POS,1.0
보복,0.0,1.0,NEG,1.0
보상,0.0,1.0,NEG,1.0
보습,1.0,0.0,POS,1.0
보완,1.0,0.0,POS,1.0
보이,0.5625,0.375,POS,0.5625
보장,1.0,0.0,POS,1.0
보탬,0.0,1.0,NEG,1.0
보호,1.0,0.0,POS,1.0
복수,0.0,1.0,NEG,1.0
복습,1.0,0.0,POS,1.0
복식관,0.0,1.0,NEG,1.0
복원,1.0,0.0,POS,1.0
복잡,0.333333333,0.333333333,NEG,0.333333333
본,0.0,1.0,NEG,1.0
본격,1.0,0.0,POS,1.0
봉건,1.0,0.0,POS,1.0
봉사자,1.0,0.0,POS,1.0
봉양,1.0,0.0,POS,1.0
봉투,0.0,1.0,NEG,1.0
부,0.0,1.0,NEG,1.0
부가,1.0,0.0,POS,1.0
부각,0.0,1.0,NEG,1.0
부끄럽,0.0,0.5,COMP,0.5
부담,0.4,0.6,NEG,0.6
부대,1.0,0.0,POS,1.0
부드럽,1.0,0.0,POS,1.0
부럽,1.0,0.0,POS,1.0
부르,0.5,0.0,NEUT,0.5
부르트,1.0,0.0,POS,1.0
부모,0.0,1.0,NEG,1.0
부부,0.0,1.0,NEG,1.0
부분,0.5,0.0,NEUT,0.5
부상,0.0,1.0,NEG,1.0
부수,0.0,0.0,COMP,1.0
부실,0.0,1.0,NEG,1.0
부위,1.0,0.0,POS,1.0
부재,0.0,1.0,NEG,1.0
부정,0.0,1.0,NEG,1.0
부조리,0.0,1.0,NEG,1.0
부족,0.0,1.0,NEG,1.0
부지런,1.0,0.0,POS,1.0
부진,0.0,0.5,NEG,0.5
부쩍,0.5,0.0,None,0.5
부채,1.0,0.0,POS,1.0
부추기,0.0,0.5,COMP,0.5
부탁,1.0,0.0,POS,1.0
부터,0.625,0.25,POS,0.625
부합,1.0,0.0,POS,1.0
북,0.5,0.5,NEG,0.5
북한,0.5,0.25,POS,0.5
분,0.75,0.25,POS,0.75
분노,0.0,1.0,NEG,1.0
분단,1.0,0.0,POS,1.0
분류,0.0,1.0,NEG,1.0
분명,0.0,1.0,NEG,1.0
분석,0.333333333,0.333333333,NEG,0.333333333
분야,1.0,0.0,POS,1.0
분열,0.0,1.0,NEG,1.0
분위기,1.0,0.0,POS,1.0
분자,0.0,1.0,NEG,1.0
분쟁,0.0,1.0,NEG,1.0
불,0.0,1.0,NEG,1.0
불가,0.0,1.0,NEG,1.0
불감증,0.0,1.0,NEG,1.0
불결,0.0,1.0,NEG,1.0
불과,0.0,0.75,NEG,0.75
불구,0.0,0.0,None,1.0
불길,0.0,1.0,NEG,1.0
불량,0.0,1.0,NEG,1.0
불러들이,1.0,0.0,POS,1.0
불러오,1.0,0.0,POS,1.0
불러일으키,1.0,0.0,POS,1.0
불륜,0.0,1.0,NEG,1.0
불리,0.0,1.0,NEG,1.0
불만,0.0,1.0,NEG,1.0
불매,0.0,1.0,NEG,1.0
불법,0.2,0.8,NEG,0.8
불사,0.0,1.0,NEG,1.0
불순,0.0,1.0,NEG,1.0
불신,0.0,1.0,NEG,1.0
불쌍,1.0,0.0,POS,1.0
불안,0.0,1.0,NEG,1.0
불안감,0.0,1.0,NEG,1.0
불우,1.0,0.0,POS,1.0
불의,0.0,1.0,NEG,1.0
불퇴전,1.0,0.0,POS,1.0
불행,1.0,0.0,POS,1.0
불행감,1.0,0.0,POS,1.0
불황,0.5,0.5,NEG,0.5
붉,0.0,0.0,NEUT,1.0
붐,1.0,0.0,POS,1.0
붓,0.0,1.0,NEG,1.0
붙,0.0,0.5,NEG,0.5
블레어,1.0,0.0,POS,1.0
비,0.0,1.0,NEG,1.0
비가,0.0,1.0,NEG,1.0
비겁,0.0,1.0,NEG,1.0
비관,0.0,1.0,NEG,1.0
비교,1.0,0.0,POS,1.0
비교적,1.0,0.0,POS,1.0
비극,0.0,0.857142857,NEG,0.857142857
비난,0.0,1.0,NEG,1.0
비디오,0.25,0.75,NEG,0.75
비록,0.0,0.0,None,1.0
비리,0.0,1.0,NEG,1.0
비밀,1.0,0.0,POS,1.0
비상,0.0,0.5,NEG,0.5
비서진,0.0,1.0,NEG,1.0
비슷,0.5,0.25,POS,0.5
비싸,0.0,0.666666667,NEG,0.666666667
비아냥,0.0,1.0,NEG,1.0
비용,0.0,1.0,NEG,1.0
비유,0.0,0.0,NEUT,1.0
비전,0.0,1.0,NEG,1.0
비좁,0.0,1.0,NEG,1.0
비중,1.0,0.0,POS,1.0
비참,0.0,1.0,NEG,1.0
비추,1.0,0.0,POS,1.0
비키,0.0,1.0,NEG,1.0
비판,0.166666667,0.833333333,NEG,0.833333333
비행기,0.0,0.0,NEUT,1.0
빗대,0.0,0.0,COMP,1.0
빚,1.0,0.0,POS,1.0
빛,0.5,0.5,NEG,0.5
빛깔,1.0,0.0,POS,1.0
빛살,0.0,0.0,NEUT,1.0
빠르,1.0,0.0,POS,1.0
빠지,0.2,0.8,NEG,0.8
빨,0.0,1.0,NEG,1.0
빨리,0.5,0.5,NEG,0.5
빼,1.0,0.0,POS,1.0
빼기,1.0,0.0,POS,1.0
빼놓,0.666666667,0.333333333,POS,0.666666667
빼앗기,0.0,1.0,NEG,1.0
빼어나,1.0,0.0,POS,1.0
뻔뻔,0.0,1.0,NEG,1.0
뻔하,0.0,0.0,NEUT,1.0
뿐,0.0,0.0,None,1.0
뿜어내,1.0,0.0,POS,1.0
사,0.0,1.0,NEG,1.0
사건,0.25,0.75,NEG,0.75
사고,0.0,0.875,NEG,0.875
사귀,0.0,1.0,NEG,1.0
사극,0.0,1.0,NEG,1.0
사기,0.0,1.0,NEG,1.0
사라지,0.0,1.0,NEG,1.0
사람,0.5,0.444444444,POS,0.5
사랑,0.761904762,0.14285714300000002,POS,0.761904762
사로잡,1.0,0.0,POS,1.0
사로잡히,0.0,1.0,NEG,1.0
사망,0.5,0.5,NEG,0.5
사물,1.0,0.0,POS,1.0
사뭇,0.0,0.0,None,1.0
사상,0.75,0.0,POS,0.75
사색,1.0,0.0,POS,1.0
사슬,1.0,0.0,POS,1.0
사실,0.0,0.0,None,1.0
사용,0.333333333,0.333333333,NEG,0.333333333
사원,0.0,1.0,NEG,1.0
사이,0.0,1.0,NEG,1.0
사이버,1.0,0.0,POS,1.0
사정,1.0,0.0,POS,1.0
사진,1.0,0.0,POS,1.0
사항,1.0,0.0,POS,1.0
사회,0.28571428600000004,0.7142857140000001,NEG,0.7142857140000001
삭막,1.0,0.0,POS,1.0
삭제,0.0,1.0,NEG,1.0
산,0.0,1.0,NEG,1.0
산뜻,1.0,0.0,POS,1.0
산매,1.0,0.0,POS,1.0
살,0.5,0.5,NEG,0.5
살길,1.0,0.0,POS,1.0
살리,1.0,0.0,POS,1.0
살림,0.0,1.0,NEG,1.0
살아나,1.0,0.0,POS,1.0
살아남,1.0,0.0,POS,1.0
살아오,1.0,0.0,POS,1.0
살인,0.0,1.0,NEG,1.0
살짝살짝,0.0,0.0,NEUT,1.0
살피,1.0,0.0,POS,1.0
삶,0.8888888890000001,0.111111111,POS,0.8888888890000001
삼,1.0,0.0,POS,1.0
삼박자,1.0,0.0,POS,1.0
삼위일체,1.0,0.0,POS,1.0
상,1.0,0.0,POS,1.0
상담,1.0,0.0,POS,1.0
상대,0.0,0.666666667,NEG,0.666666667
상상,0.333333333,0.333333333,NEG,0.333333333
상상력,1.0,0.0,POS,1.0
상세,1.0,0.0,POS,1.0
상속,0.0,1.0,NEG,1.0
상수,1.0,0.0,POS,1.0
상식,1.0,0.0,POS,1.0
상실,0.5,0.5,NEG,0.5
상실감,0.0,1.0,NEG,1.0
상의,1.0,0.0,POS,1.0
상징,1.0,0.0,POS,1.0
상쾌,1.0,0.0,POS,1.0
상태,0.25,0.75,NEG,0.75
상품,0.0,1.0,NEG,1.0
상황,0.0,1.0,NEG,1.0
새,1.0,0.0,POS,1.0
새끼,0.0,1.0,NEG,1.0
새댁,1.0,0.0,POS,1.0
새로이,1.0,0.0,POS,1.0
새롭,0.80952381,0.19047619,POS,0.80952381
새바람,1.0,0.0,POS,1.0
새삼,0.0,0.0,None,1.0
새색시,1.0,0.0,POS,1.0
색,0.5,0.5,NEG,0.5
색깔,1.0,0.0,POS,1.0
색다르,1.0,0.0,POS,1.0
생,1.0,0.0,POS,1.0
생각,0.375,0.333333333,POS,0.375
생겨나,0.0,0.0,NEUT,1.0
생기,0.333333333,0.666666667,NEG,0.666666667
생동,1.0,0.0,POS,1.0
생동감,1.0,0.0,POS,1.0
생명,1.0,0.0,POS,1.0
생물,0.0,1.0,NEG,1.0
생산,1.0,0.0,POS,1.0
생선,0.0,0.0,NEUT,1.0
생필품,1.0,0.0,POS,1.0
생활,0.5,0.5,NEG,0.5
생활고,0.0,1.0,NEG,1.0
서,0.666666667,0.0,POS,0.666666667
서두르,0.0,1.0,NEG,1.0
서로,0.666666667,0.333333333,POS,0.666666667
서른,0.0,0.0,COMP,1.0
서명,1.0,0.0,POS,1.0
서방,0.0,1.0,NEG,1.0
서비스,1.0,0.0,POS,1.0
서서히,0.0,0.0,None,1.0
서슴,0.0,1.0,NEG,1.0
서슴없이,1.0,0.0,POS,1.0
서예,1.0,0.0,POS,1.0
서울,0.0,0.5,NEG,0.5
서쪽,0.0,0.0,NEUT,1.0
서툴,0.0,1.0,NEG,1.0
석,0.0,1.0,NEG,1.0
석가모니,0.0,0.0,NEUT,1.0
석권,1.0,0.0,POS,1.0
석연,0.0,1.0,NEG,1.0
섞이,0.0,1.0,NEG,1.0
선,1.0,0.0,POS,1.0
선구,1.0,0.0,POS,1.0
선두,1.0,0.0,POS,1.0
선물,1.0,0.0,POS,1.0
선보이,1.0,0.0,POS,1.0
선언,0.666666667,0.333333333,POS,0.666666667
선전,0.0,1.0,NEG,1.0
선정,0.5,0.5,NEG,0.5
선진국,1.0,0.0,POS,1.0
선풍,1.0,0.0,POS,1.0
선호,1.0,0.0,POS,1.0
설,0.0,1.0,NEG,1.0
설계,0.0,1.0,NEG,1.0
설득,0.5,0.5,NEG,0.5
설득력,0.4,0.6,NEG,0.6
설레,1.0,0.0,POS,1.0
설명,0.615384615,0.153846154,POS,0.615384615
섬,0.0,0.5,COMP,0.5
섬기,1.0,0.0,POS,1.0
섬세,1.0,0.0,POS,1.0
성,1.0,0.0,POS,1.0
성격,0.5,0.5,NEG,0.5
성공,0.8,0.0,POS,0.8
성과,1.0,0.0,POS,1.0
성과물,1.0,0.0,POS,1.0
성금,1.0,0.0,POS,1.0
성대,1.0,0.0,POS,1.0
성명,0.0,0.5,NEG,0.5
성숙,1.0,0.0,POS,1.0
성실,1.0,0.0,POS,1.0
성자,1.0,0.0,POS,1.0
성장,0.666666667,0.333333333,POS,0.666666667
성지,0.5,0.5,NEG,0.5
성찰,0.0,0.0,COMP,1.0
성취,1.0,0.0,POS,1.0
성행,0.0,1.0,NEG,1.0
성향,0.5,0.0,NEUT,0.5
성희롱,0.0,1.0,NEG,1.0
세,0.0,1.0,NEG,1.0
세계,0.7692307690000001,0.153846154,POS,0.7692307690000001
세기,1.0,0.0,POS,1.0
세대,1.0,0.0,POS,1.0
세련미,1.0,0.0,POS,1.0
세상,0.25,0.75,NEG,0.75
세속,0.0,1.0,NEG,1.0
세습,0.0,1.0,NEG,1.0
세우,0.666666667,0.333333333,POS,0.666666667
센스,1.0,0.0,POS,1.0
셈,0.333333333,0.0,None,0.5
셰익스피어,1.0,0.0,POS,1.0
소,0.0,0.0,None,1.0
소감,1.0,0.0,POS,1.0
소개,1.0,0.0,POS,1.0
소견,0.0,0.0,NEUT,1.0
소극적,0.0,1.0,NEG,1.0
소낙비,0.0,1.0,NEG,1.0
소녀,1.0,0.0,POS,1.0
소득,0.0,1.0,NEG,1.0
소리,0.0,1.0,NEG,1.0
소문,0.5,0.5,NEG,0.5
소변,0.0,1.0,NEG,1.0
소비자,0.5,0.5,NEG,0.5
소설,1.0,0.0,POS,1.0
소설집,0.0,1.0,NEG,1.0
소송,0.0,1.0,NEG,1.0
소수,0.0,1.0,NEG,1.0
소신,0.0,1.0,NEG,1.0
소심,0.0,1.0,NEG,1.0
소아마비,0.0,1.0,NEG,1.0
소외,0.0,0.0,COMP,1.0
소용,0.0,1.0,NEG,1.0
소위,0.0,1.0,NEG,1.0
소일,1.0,0.0,POS,1.0
소중,1.0,0.0,POS,1.0
소지,0.0,1.0,NEG,1.0
소홀,0.0,1.0,NEG,1.0
소홀히,0.0,1.0,NEG,1.0
소환,0.0,1.0,NEG,1.0
속,0.363636364,0.454545455,NEG,0.454545455
속내,0.5,0.0,COMP,0.5
속도,1.0,0.0,POS,1.0
속도감,1.0,0.0,POS,1.0
속이,0.0,1.0,NEG,1.0
속임수,0.0,1.0,NEG,1.0
속하,0.0,1.0,NEG,1.0
손,0.5,0.5,NEG,0.5
손꼽히,1.0,0.0,POS,1.0
손님,1.0,0.0,POS,1.0
손목,1.0,0.0,POS,1.0
손바닥,0.0,0.0,NEUT,1.0
손발,0.0,0.0,NEUT,1.0
손색,1.0,0.0,POS,1.0
손쉽,1.0,0.0,POS,1.0
손해,0.0,1.0,NEG,1.0
솔직,1.0,0.0,POS,1.0
솜씨,1.0,0.0,POS,1.0
송수신,1.0,0.0,POS,1.0
송편,1.0,0.0,POS,1.0
수,0.0,1.0,NEG,1.0
수놓,1.0,0.0,POS,1.0
수단,0.0,1.0,NEG,1.0
수려,1.0,0.0,POS,1.0
수미산,1.0,0.0,POS,1.0
수박,1.0,0.0,POS,1.0
수배,0.0,1.0,NEG,1.0
수분,0.0,1.0,NEG,1.0
수상,1.0,0.0,POS,1.0
수상작,1.0,0.0,POS,1.0
수십,1.0,0.0,POS,1.0
수없이,0.5,0.0,None,0.5
수영,0.0,1.0,NEG,1.0
수요,1.0,0.0,POS,1.0
수용,1.0,0.0,POS,1.0
수익,0.0,1.0,NEG,1.0
수입,1.0,0.0,POS,1.0
수준,0.0,1.0,NEG,1.0
수줍,1.0,0.0,POS,1.0
수직,0.0,0.0,NEUT,1.0
수퍼,1.0,0.0,POS,1.0
숙맥,0.0,1.0,NEG,1.0
숙연,1.0,0.0,POS,1.0
순간,1.0,0.0,POS,1.0
순례자,0.0,1.0,NEG,1.0
순수,0.0,1.0,NEG,1.0
순수익,1.0,0.0,POS,1.0
순진,0.0,1.0,NEG,1.0
숟가락,0.0,1.0,NEG,1.0
술,0.0,1.0,NEG,1.0
술술,1.0,0.0,POS,1.0
숨,0.333333333,0.666666667,NEG,0.666666667
숨소리,1.0,0.0,POS,1.0
숨지,0.0,1.0,NEG,1.0
숫자,0.0,1.0,NEG,1.0
숭배,0.0,1.0,NEG,1.0
숱하,0.0,1.0,NEG,1.0
숲,0.5,0.5,NEG,0.5
쉬,0.0,0.0,NEUT,1.0
쉽,0.5555555560000001,0.38888888899999996,POS,0.5555555560000001
스럽,0.529411765,0.41176470600000004,POS,0.529411765
스스로,1.0,0.0,POS,1.0
스타,1.0,0.0,POS,1.0
스토리,0.5,0.5,NEG,0.5
스펙터클,1.0,0.0,POS,1.0
슬프,0.0,1.0,NEG,1.0
슬픔,0.0,1.0,NEG,1.0
습관,0.0,1.0,NEG,1.0
습기,1.0,0.0,POS,1.0
습니까,1.0,0.0,POS,1.0
습니다,0.588235294,0.352941176,POS,0.588235294
승부,1.0,0.0,POS,1.0
승진,0.0,1.0,NEG,1.0
시,0.444444444,0.5555555560000001,NEG,0.5555555560000001
시각,0.5,0.0,NEUT,0.5
시간,0.25,0.75,NEG,0.75
시급,0.0,1.0,NEG,1.0
시기,0.0,1.0,NEG,1.0
시나리오,0.0,0.0,NEUT,1.0
시달리,0.0,1.0,NEG,1.0
시대,0.5,0.5,NEG,0.5
시도,1.0,0.0,POS,1.0
시련,0.0,1.0,NEG,1.0
시멘트,0.0,1.0,NEG,1.0
시사,0.0,0.0,NEUT,1.0
시선,1.0,0.0,POS,1.0
시설,1.0,0.0,POS,1.0
시약,0.0,1.0,NEG,1.0
시인,0.0,0.0,NEUT,1.0
시작,0.75,0.25,POS,0.75
시장,0.666666667,0.333333333,POS,0.666666667
시절,0.6,0.4,POS,0.6
시중,1.0,0.0,POS,1.0
시집,0.5,0.5,NEG,0.5
시치미,0.0,0.0,NEUT,1.0
시키,0.444444444,0.5555555560000001,NEG,0.5555555560000001
시험,0.0,1.0,NEG,1.0
식,0.0,0.0,None,1.0
식물,0.0,0.0,NEUT,1.0
식민,0.0,1.0,NEG,1.0
식욕,0.0,0.0,NEUT,1.0
식탁,0.0,1.0,NEG,1.0
식품,0.0,1.0,NEG,1.0
신,1.0,0.0,POS,1.0
신경,0.0,0.0,NEUT,1.0
신기,1.0,0.0,POS,1.0
신동,1.0,0.0,POS,1.0
신라,1.0,0.0,POS,1.0
신뢰,1.0,0.0,POS,1.0
신명,1.0,0.0,POS,1.0
신문,1.0,0.0,POS,1.0
신비,1.0,0.0,POS,1.0
신속히,1.0,0.0,POS,1.0
신화,1.0,0.0,POS,1.0
실감,1.0,0.0,POS,1.0
실로,0.0,1.0,NEG,1.0
실마리,1.0,0.0,POS,1.0
실명,0.0,1.0,NEG,1.0
실상,0.0,1.0,NEG,1.0
실용,1.0,0.0,POS,1.0
실정,1.0,0.0,POS,1.0
실제,0.0,0.0,None,1.0
실조,0.0,1.0,NEG,1.0
실천,0.666666667,0.0,POS,0.666666667
실패자,0.0,1.0,NEG,1.0
실현,0.75,0.25,POS,0.75
싫,0.0,1.0,NEG,1.0
싫어하,0.0,1.0,NEG,1.0
싫증,0.0,1.0,NEG,1.0
심각,0.0,1.0,NEG,1.0
심근,0.0,0.0,NEUT,1.0
심리,0.0,0.5,NEG,0.5
심부전증,0.0,0.0,NEUT,1.0
심심찮,0.0,0.0,NEUT,1.0
심위,1.0,0.0,POS,1.0
심장,0.0,0.0,COMP,0.5
심지어,0.0,0.0,None,1.0
심화,0.5,0.5,NEG,0.5
심회,0.0,1.0,NEG,1.0
십상,0.0,1.0,NEG,1.0
싶,0.52173913,0.17391304300000002,POS,0.52173913
싸,1.0,0.0,POS,1.0
싸구려,0.0,1.0,NEG,1.0
싸늘,0.0,1.0,NEG,1.0
싸우,0.0,1.0,NEG,1.0
싸움,0.0,1.0,NEG,1.0
쌓,1.0,0.0,POS,1.0
써먹,0.0,1.0,NEG,1.0
썩이,0.0,1.0,NEG,1.0
쏟,0.666666667,0.0,POS,0.666666667
쏟아지,1.0,0.0,POS,1.0
쏠리,1.0,0.0,POS,1.0
쏠쏠,1.0,0.0,POS,1.0
쏴아아,1.0,0.0,POS,1.0
쑥스럽,0.5,0.0,COMP,0.5
쓰,0.0,1.0,NEG,1.0
쓰러지,0.5,0.5,NEG,0.5
쓰레기,0.0,1.0,NEG,1.0
쓸쓸,0.333333333,0.333333333,COMP,0.333333333
씁쓸,0.0,1.0,NEG,1.0
씌우,0.0,1.0,NEG,1.0
씨,1.0,0.0,POS,1.0
씨발,0.0,1.0,NEG,1.0
아,0.533333333,0.36666666700000006,POS,0.533333333
아끼,1.0,0.0,POS,1.0
아내,0.0,1.0,NEG,1.0
아니,0.0,1.0,NEG,1.0
아도,0.0,0.166666667,None,0.666666667
아들,0.0,1.0,NEG,1.0
아라,1.0,0.0,POS,1.0
아랑곳,1.0,0.0,POS,1.0
아름답,0.7,0.3,POS,0.7
아마,1.0,0.0,POS,1.0
아무,0.0,1.0,NEG,1.0
아무래도,0.0,0.0,None,1.0
아무런,0.0,0.666666667,NEG,0.666666667
아무렇,1.0,0.0,POS,1.0
아버지,0.5,0.5,NEG,0.5
아빠,1.0,0.0,POS,1.0
아사,0.0,1.0,NEG,1.0
아서,0.28571428600000004,0.428571429,NEG,0.428571429
아성,1.0,0.0,POS,1.0
아쉬움,0.0,1.0,NEG,1.0
아쉽,0.0,1.0,NEG,1.0
아스팔트,1.0,0.0,POS,1.0
아시아,0.5,0.0,NEUT,0.5
아야,0.148148148,0.037037037,None,0.796296296
아야지,0.0,0.0,None,1.0
아연,0.0,1.0,NEG,1.0
아예,0.0,0.25,None,0.75
아요,0.0,1.0,NEG,1.0
아울러,0.0,0.0,None,1.0
아이,0.625,0.375,POS,0.625
아이러니,0.0,1.0,NEG,1.0
아주,0.75,0.25,POS,0.75
아직,0.0,0.6,NEG,0.6
아침,1.0,0.0,POS,1.0
아파트,0.0,1.0,NEG,1.0
아프,0.0,0.8,NEG,0.8
아픔,0.5,0.5,NEG,0.5
악기,0.0,1.0,NEG,1.0
악수,1.0,0.0,POS,1.0
악재,0.0,1.0,NEG,1.0
악절,1.0,0.0,POS,1.0
악화,0.0,1.0,NEG,1.0
안,0.25,0.5625,NEG,0.5625
안개,0.0,0.0,NEUT,1.0
안무가,1.0,0.0,POS,1.0
안방,1.0,0.0,POS,1.0
안보,1.0,0.0,POS,1.0
안스럽,0.0,1.0,NEG,1.0
안전,0.5,0.5,NEG,0.5
안절부절못하,1.0,0.0,POS,1.0
안정,0.0,1.0,NEG,1.0
안타까워하,0.0,1.0,NEG,1.0
안타깝,0.0,1.0,NEG,1.0
앉,0.0,0.0,NEUT,1.0
않,0.0,1.0,NEG,1.0
알,0.454545455,0.363636364,POS,0.454545455
알뜰,1.0,0.0,POS,1.0
알뜰히,0.0,1.0,NEG,1.0
알리,0.666666667,0.166666667,POS,0.666666667
알쏭달쏭,0.0,0.0,NEUT,1.0
알코올,0.0,1.0,NEG,1.0
앓,0.5,0.5,NEG,0.5
암흑,1.0,0.0,POS,1.0
압도,0.333333333,0.333333333,NEG,0.333333333
압박,0.0,1.0,NEG,1.0
앗,0.0,1.0,NEG,1.0
았,0.31707317100000004,0.5365853660000001,NEG,0.5365853660000001
았었,0.0,1.0,NEG,1.0
앙상,0.0,1.0,NEG,1.0
앞,0.333333333,0.5,NEG,0.5
앞서,0.0,1.0,NEG,1.0
앞장,1.0,0.0,POS,1.0
애,0.0,1.0,NEG,1.0
애꿎,0.0,1.0,NEG,1.0
애끊,0.0,0.0,COMP,1.0
애니메이션,1.0,0.0,POS,1.0
애닯,0.0,0.0,COMP,1.0
애용,1.0,0.0,POS,1.0
애정,1.0,0.0,POS,1.0
애타,1.0,0.0,POS,1.0
애틋,1.0,0.0,POS,1.0
액수,0.0,1.0,NEG,1.0
앱시다,0.0,1.0,NEG,1.0
앳되,1.0,0.0,POS,1.0
야,0.0,0.0,None,1.0
야릇,0.0,0.0,NEUT,1.0
약,0.0,1.0,NEG,1.0
약간,0.0,0.0,COMP,1.0
약골,0.0,1.0,NEG,1.0
약속,1.0,0.0,POS,1.0
약탈,0.0,1.0,NEG,1.0
약하,0.0,1.0,NEG,1.0
약혼,0.0,1.0,NEG,1.0
약화,1.0,0.0,POS,1.0
양,1.0,0.0,POS,1.0
양보,0.0,1.0,NEG,1.0
양상,0.0,1.0,NEG,1.0
양식,1.0,0.0,POS,1.0
양심,0.0,1.0,NEG,1.0
양탄자,1.0,0.0,POS,1.0
얘기,0.666666667,0.333333333,POS,0.666666667
어,0.0,1.0,NEG,1.0
어깨,1.0,0.0,POS,1.0
어느,0.2,0.4,NEG,0.4
어다,0.0,1.0,NEG,1.0
어다가,0.0,0.0,None,1.0
어도,0.0,0.25,None,0.75
